Title	ISBN	Subjects
Good day in hell	9780312933623	|Bounty hunters||Fiction||Jack Keller (Fictitious character)||Serial murders||Fugitives from justice|
Miracle for the Girl Next Door	9780373740314	|Restaurants||Man-woman relationships||Fiction|
Fear	9780751538328	|Witnesses||Protection||Mafia||Fiction|
Van Gool's Gulliver's travels in Lilliput	9781854698650	|Voyages and travels||Fantasy||Gulliver's travels (Swift, Jonathan)||Fiction||Size|
Merlin's bones	9780812533491	|Arthurian romances||Fantasy fiction||Adaptations||Merlin (Legendary character)||Fiction|
Monster republic	9780552560573	|Accidents||Nuclear power plants||Fiction|
'Til there was you	9780373361441	|Park rangers||Romance fiction||Skiers||Unwanted Pregnancy||Romance-language fiction||Fiction|
Shyt list II	9780979493188	|Urban fiction||Multiple personality||Revenge||African American women||Fiction|
Thunder Valley	9780451236395	|Assassins||Ranchers||Farmers||Veterans||American Civil War (1861-1865) fast (OCoLC)fst01351658||History||Railroads||Fiction|
Whispered promises	9780373281725	|Art thieves||Fiction|
Navy orders	9780373718658	|United States||Man-woman relationships||United States. Navy||Officers||Fiction|
Sacred sins	9780345529114	|Psychopaths||Police||Mentally ill||Women psychologists||Fiction|
Harbor nocturne	9780802126108	|Life change events||Police||Dancers||Nightclubs||Human trafficking||Harbors||Fiction|
Hoop dreams	9781459405882	|School stories||Young adult fiction||Juvenile fiction||Basketball players||Fiction||High schools||Schools||Sports injuries||Basketball for women||African Americans|
Gentleman Jole and the Red Queen	9781476781228	|American Science fiction||Space Opera||FICTION||Fiction||Science Fiction||Adventure||Life on other planets||General|
This side of salvation	9781442439481	|School stories||Cults||Families||End of the world||Juvenile fiction||Family life||Fiction||Grief||High schools||Schools||Missing persons|
Ghosts of Bungo Suido	9781250018021	|War stories||Sea stories||Fiction||Roman||American Naval operations||World War, 1939-1945||Amerikanisches Englisch||Adventure fiction|
American woman	9781477818213	|Women detectives||General||Mystery & Detective||Serial murderers||Fiction||FICTION|
In-between days	9781442486560	|Self-perception in adolescence||Social Issues||Dating & Sex||Love||Family||Dysfunctional families||Juvenile fiction||Coming of age||Fiction||General (see also headings under Social Issues)||Infatuation||Sisters||Dropouts||JUVENILE FICTION||Adolescence|
The bride Fonseca needs	9780373133468	|Fiction||Billionaires||Man-woman relationships||Secretaries||Executives|
Enormouse!	9781405248327	|Juvenile works||Animals||Juvenile fiction||Circus||Fiction||Cats||Determination (Personality trait)||Children's stories||Size perception||Picture books for children||Pictorial works|
The discretionist	9781432828660	|Assassins||Employees||Fiction||Romance||Suspense||Abuse of||Young women||FICTION||Limousine services|
Stalker girl	9780545390255	|Stepfamilies||Emotional problems||Divorce||Juvenile fiction||Fiction||Emotional problems of teenagers||Interpersonal relations||Stalking|
Heat wave of desire	9780373864058	|Resorts||Romance fiction||Fiction|
Our precious Lulu	9780753185049	|Sibling rivalry||Stepsisters||Fiction|
Hidden identity	9780373446827	|Abused women||Fiction||Police||Artists|
Oh, brother!	9781599617541	|Wizards||Magic||Brothers and sisters||Schools||Siblings||Juvenile fiction||Fiction|
U is for underwear	9781576876909	|Alphabet||Alphabet books||Juvenile literature||English language||Fiction|
The crook that made kids cry	9781434259776	|Detective and mystery stories||Juvenile fiction||Fiction||Museums||School field trips||Vandalism||Children's museums||Mystery and detective stories|
Saving grace	9781410475954	|Contemporary Women||Mood (Psychology)||Secrets||Married people||Family life||Emotions||Fiction||Authors' spouses||Large type books||FICTION|
The lute player	9781936163915	|Love||JUVENILE FICTION||Disguise||Juvenile Fiction||Fiction||Fantasy||Musicians||Kings, queens, rulers||Lutenists||Fairy Tales & Folklore||General||Juvenile fiction||Devotion||Queens|
Running away	9781892738400	|Mothers and daughters||Women television producers and directors||Fiction|
The three bears ABC	9780545751827	|Bears||Alphabet||Juvenile fiction||Juvenile literature||English language||Fiction|
Destined to fly	9780062243638	|Psychologists||Fiction|
Doing it at the Dixie Dew	9781250046383	|Women||Murder||Bed and breakfast accommodations||Investigation||Fiction|
Ring in the holidays	9781455551859	|Man-woman relationships||Women psychologists||Christmas stories||Fiction|
Past imperfect	9780718143596	|Child sexual abuse||Police||Attempted murder||Fiction|
Be with me	9780425268865	|Policewomen||Attempted murder||Fiction|
A girl like you	9781608192656	|Evacuation and relocation of Japanese Americans (United States : 1942-1945) fast (OCoLC)fst01801850||Concentration camps||World War (1939-1945) fast (OCoLC)fst01180924||World War, 1939-1945||Japanese Americans||Japanese American families||Evacuation and relocation, 1942-1945||Fiction|
Half in love with death	9781440589034	|Murder||Family||JUVENILE FICTION||Family life||Mysteries & Detective Stories||Fiction||Dating (Social customs)||Missing persons||Sisters||Siblings||History|
The creature from the seventh grade	9780142426722	|Humorous stories||Families||Middle schools||Cousins||Juvenile fiction||Popularity||Family life||Fiction||Theft||Stealing||Schools||Self-acceptance|
True colours	9781444817393	|Female friendship||Life change events||Fiction|
Simply wonderful	9780821770986	|Hotel management||Fiction|
The show-and-tell surprise	9780439286800	|Schools||Fiction|
Mr Bean	9781405883924	|English fiction||Deception||Readers||Art museums||Painting||Fiction|
Cross-fire	9781405681254	|Generals||Revenge||Fiction|
Attachment	9781554683505	|Self-actualization (Psychology)||Women||Fiction|
Salammbo		|History||Fiction|
The feral child	9781623658649	|Changelings||Juvenile fiction||Fiction||Fairies||Adventure and adventurers|
Among the stars	9781442495791	|Ghost stories||Self-confidence||Future life||Juvenile fiction||Ghosts||Fiction|
Tom Clancy support and defend	9780399173349	|Action & Adventure||Intelligence officers||FICTION||Suspense||Fugitives from justice||War & Military||Mystery fiction||Terrorism||Fiction|
Death comes to Pemberley	9780307950659	|Social life and customs||Married women||Families||Adaptations||Fiction||Literature||Sisters||Manners and customs|
Queen Victoria	9780585010014	|History||General||FICTION|
Beautiful world	9780061435324	|Impostors and imposture||Imposters and imposture||Fiction||Children of the rich||Teenage girls|
Dead ends	9781619630802	|Social Issues||JUVENILE FICTION / Social Issues / Special Needs||Riddles||Single-parent families||Fiction||JUVENILE FICTION / Social Issues / Bullying||Friendship||Mentally handicapped||School stories||Special Needs||Down syndrome||Juvenile fiction||Bullies||JUVENILE FICTION / Social Issues / Friendship||People with mental disabilities||Bullying||High schools||Schools||JUVENILE FICTION|
Don't drink the punch!	9781442452879	|Aphrodisiacs||Middle schools||Juvenile fiction||Popularity||Fiction||Interpersonal relations||Schools||Ghosts||Horror fiction|
Captive on the High Seas	9780373283217	|Civilization||Man-woman relationships||Women slaves||Merchant mariners||Fiction|
Fatal exchange	9781628991086	|Students||Women teachers||Fiction||Large type books||Drug traffic|
O'Hara's choice	9780060836597	|United States||Military History||United States. Marine Corps||Fiction|
Spy in the saddle	9780373697267	|Government investigators||Undercover operations||Man-woman relationships||Fiction||Terrorists|
Just Ella		|Sex role||Princesses||Large type books||Children's literature||Juvcol||Fiction|
Unfallen dead	9780441016891	|Police||Murder||Magic||Investigation||Fiction|
The ivory grin		|Private investigators||Lew Archer (Fictitious character)||Fiction|
Look for me	9781524742072	|Murder||Police||Vigilantes||Fiction||Investigation||Missing persons||Flora Dane (Fictitious character)||Young women|
Swing it, Sunny!	9780545741705	|Graphic novels||Families||Brothers and sisters||Middle schools||Dysfunctional families||Family problems||Comic books, strips||Schools||Fiction|
Good Indian girls	9781593765316	|East Indian Americans||Short stories||Fiction|
Freddie & Gingersnap	9781423159582	|Dinosaurs||Juvenile fiction||Fiction||Friendship||Dragons|
Steeped in Evil (A Tea Shop Mystery, #15)	9780425252642	|Theodosia Browning (Fictitious character)||Murder||Investigation||Businesswomen||Fiction|
Sunland	9780874179217	|Drug traffic||Older people||Drugs||Prices||Pharmaceutical assistance||Grandmothers||Fiction|
The wedding favor	9780062282262	|Man-woman relationships||Transatlantic flights||Cowboys||Weddings||Women lawyers||Fiction|
Peanut Butter and Jellyfish	9780375870361	|Crabs||Bullying||Sea horses||Juvenile fiction||Bullies||Jellyfishes||Fiction|
Wrecked	9781455596362	|Man-woman relationships||Fiction|
Nico	9781250104038	|Organized crime||Man-woman relationships||Hackers||Control (Psychology)||Mafia||Revenge||Fiction|
Dark Immolation	9781783299171	|Imaginary places||Interpersonal relations||Magic||Fiction|
Montana noir	9781617755798	|American Detective and mystery stories||American Noir fiction||American fiction||Fiction|
Ryan Quinn and the lion's claw	9780062421692	|Secret societies||Fiction||Blacks||Adventure and adventurers|
Eat only when you're hungry	9780374146153	|Overweight persons||Dysfunctional families||Fathers and sons||Addicts||Fiction|
Mutant bunny island	9780062399120	|Rabbits||Islands||Missing persons||Juvenile fiction||Mystery and detective stories||Fiction|
Osawatomie	9781635055672	|Fiction||Frontier and pioneer life||History|
The girl in the tower	9781101885963	|Good and evil||Magic||Spirits||Young women||Villages||Fiction|
Insidious intent	9780802127167	|Doctor Hill, Tony (Fictitious character)||Women||Murder||Investigation||Fiction||Crimes against||Detective Chief Inspector Jordan, Carol (Fictitious character)|
1636	9781481482776	|Popes||Alternative histories (Fiction)||Time travel||Fiction|
The girls in the picture	9781101886809	|Fiction||Women screenwriters||History||Motion picture actors and actresses||Female friendship|
The soul mate	9781546494676	|Man-woman relationships||Fiction|
You will be mine	9781492654322	|Murder||Brothers and sisters||Juvenile fiction||Stalking||Roommates||Dating (Social customs)||Fiction||Friendship||Mystery and detective stories|
Desk set		|Fiction||Man-woman relationships||Relaciones hombre-mujer||Prácticas de oficina||Librarians||Spanish language materials||Office practice||Teatro||Automation||Drama||Film adaptations||Man-woman relationship||Automatización||Downsizing of organizations|
The secret of flirting	9781501144486	|Man-woman relationships||Actors||Nobility||Aristocracy (Social class)||Fiction|
The lost duckling	9781680104066	|Families||Juvenile fiction||Ducks||Animal sanctuaries||Ducklings||Animals||Fiction||Children||Animal rescue|
Runway ZomBee	9781631631658	|East Indian Americans||Fashion||Bees||Fiction|
Ship it	9781368003131	|Fan fiction||Television||Actors||Production and direction||Blogs||Popularity||Fiction|
JSA	9781401278434	|Justice Society of America (Fictitious characters)||Fiction|
Lying in wait	9781501167775	|Family secrets||Murder||Families||Fiction|
Bloody Sunday	9781250140760	|Intelligence officers||Fiction|
The ever after	9781501106989	|Fiction||Man-woman relationships||Families||Women|
The museum of us	9781524766870	|Mental illness||Traffic accidents||Psychotherapy||Imaginary companions||Medical fiction||Fiction|
The royal tutor	9781975353339	|Fiction||Friendship||Princes||Tutors and tutoring|
So glad to meet you	9781635763973	|Schools||Realistic||Suicide||Love||Fiction|
Judy Moody and the right royal tea party	9781978644502	|Juvenile fiction||Genealogy||Nobility||Fiction|
Thundercluck!	9781250155283	|Fantasy||Fantasy fiction||Juvenile fiction||Chickens||Mythical Animals||Fiction|
The clockmaker's daughter	9781451649390	|Fiction||Murder||Archivists||Artists||History|
Dragon's code	9781101964743	|Imaginary places||Dragons||Adventure stories||Fiction|
Treason of hawks	9780316502375	|Alchemists||Magic||Monsters||Fiction|
The devil's wind	9781633884847	|Murder||Investigation||Pirates||Fiction|
The hope of Azure Springs	9780800734732	|Sisters||Sheriffs||Single women||Orphan trains||Fiction|
Bird, bath & beyond	9781250084293	|Theatrical agents||Death||Fiction||Murder||Parrots||Investigation||Famous animals||Television actors and actresses|
The enemy of my enemy	9780735213067	|United States||Fiction||Cold War||United States. Central Intelligence Agency||Intelligence officers|
The library machine	9780553513035	|Juvenile fiction||Inventors||Robots||Fiction|
Hate notes	9781503904484	|Fiction||Man-woman relationships||Women in real estate|
The naked woman	9781936932436	|Fiction||Man-woman relationships||Women|
A Touch of Notoriety	9780373131457	|Man-woman relationships||Fiction|
Dangerous tides	9780749939052	|Sisters||Fiction|
Unnatural causes	9780380791255	|Women physicians||Emergency physicians||Emergency services||Hospitals||Fiction|
The pale king	9780316177931	|Civil service||Office politics||Fiction|
Starting from scratch	9780979925467	|Life change events||Lesbians||Grandmothers||Fiction|
I so don't do famous	9780385737913	|Juvenile fiction||Celebrities||Fiction||Fathers and daughters||Stealing||Burglary||Mothers and daughters||Ghosts||Mystery and detective stories|
Disney's Darkwing Duck	9781608866434	|Mystery and detective stories||Ducks||Cartoons and comics||Good and evil||Fiction||Superheroes||Comic books, strips|
The Boolean gate	9781596064607	Fiction
Still a dog	9781601625090	|African American men||Adultery||Fiction|
The winter witch	9781250042705	|Witches||Fiction|
Gabriel	9781468031867	|Gay men||Fiction|
Run the risk	9781410454751	|Man-woman relationships||Police||Investigation||Undercover operations||Murder||Fiction|
Every boy should have a man	9781617751578	|Science fiction||Interpersonal relations||Fiction|
The engagements	9780307958716	|Couples||Women in the advertising industry||Fiction||Diamonds|
Diary of a worm	9780062087041	|Teachers||Diaries||Schools||Juvenile fiction||Birthdays||Worms||Fiction|
The field of wacky inventions	9780545255219	|Puzzles||Hotels, motels||Adventure stories||Adventure and adventurers||Juvenile fiction||Hotels||Fiction|
The Birthday Queen	9780545414746	|Juvenile fiction||Birthdays||Mother and child||Parties||Fiction|
Skeleton for dinner	9780807573983	|Humorous stories||Skeleton||Witches||Miscommunication||Juvenile fiction||Fear||Fiction|
They don't dance much	9781453296202	|Social life and customs||Fiction|
Slow Surrender	9781455529278	|Self-realization in women||Fiction|
Promise of shadows	9781442444645	|Prophecies||Murder||Goddesses||Greek Mythology||Gods||Prison||Fiction|
All that glows	9780062187413	|Kings and rulers||Magic||Princes||Juvenile fiction||Fairies||Fiction||Kings, queens, rulers||Bodyguards|
Papers in the wind	9781590516423	|Families||Fiction|
Summer state of mind	9780316091152	|Interpersonal relations||Twins||Brothers and sisters||Self-actualization (Psychology)||Camps||Fiction|
December Park	9781605425917	|Murder||Friendship||Children||Crimes against||Fiction|
Curses and smoke	9780545509930	|Love||Volcanoes||Juvenile fiction||Slavery||Fiction||Eruption, 79||Slaves||Gladiators|
The Mystery of the Grinning Gargoyle	9780807508923	|Gargoyles||Brothers and sisters||Orphans||Mystery and detective stories||Universities and colleges||Fiction|
Wolfsbane	9780765333247	|Fantasy||Fiction||Paranormal fiction||History|
Climbing the rock within	9781457522796	|Fiction||Narcissists||Epilepsy||Automobile travel||Families|
Hide and seek	9781452108407	|Picture puzzles||Color||Juvenile fiction||Board books||Fiction||Shape||Visual perception||Size|
Zac runs wild	9781742978116	|Animals||Adventure and adventurers||Juvenile fiction||Fiction||Jungles||Spies|
Crazy, sexy, revenge	9781250052247	|African Americans||Fiction|
The Brewer of Preston	9780143121497	|Fiction||History|
Last days of the condor	9780765378408	|United States||United States. Central Intelligence Agency||Conspiracies||Spy stories||Fiction|
The real blockwives of Atlanta	9780989328746	|African Americans||African American women||Adultery||Fiction|
Death in the pines	9780897337618	|Genetic engineering||Investigation||Murder||Fiction|
Midnight action	9780451465702	|Man-woman relationships||Thieves||Mercenary troops||Betrayal||Assassins||Fiction|
Formerly Fingerman	9781440581700	|Witnesses||Trials||Organized crime||Fiction|
Betrayed	9781410471437	|Illegal aliens||Family secrets||Rosato & Associates (Imaginary organization)||Murder||Investigation||Women lawyers||Fiction|
City beasts	9781594485879	|Human-animal relationships||Animals||Fiction|
Queen of Bankhead	9781507686744	|African Americans||Fiction|
All things tending towards the eternal	9780810130616	|Travel||Man-woman relationships||Fiction|
My Struggle Book Four	9780374534172	Fiction
Good night, Knight	9780823432066	|Horses||Knights and knighthood||Cookies||Juvenile fiction||Fiction|
What this story needs is a pig in a wig	9780062327246	|Stories in rhyme||Humorous stories||Animals||Storytelling||Boats and boating||Juvenile fiction||Fiction|
Bear on a bike =	9781782850793	|Transportation||Bicycles and bicycling||Bears||Spanish language materials||Bicicletas||Choice of transportation||Fiction||Stories in rhyme||Bicycles||Ficción juvenil||Cuentos en rima||Bilingual||Juvenile fiction||Osos||Transporte|
Duncan the story dragon	9780385755078	|Books and reading||Friendship||Dragons||Animals||Fiction|
Death on the Cherwell	9780712357265	|College students||Murder||Investigation||Fiction|
The kill	9781250048844	|Women detectives||Murder||Police||Investigation||Crimes against||Fiction|
Goblins on the prowl	9781416914402	|Fantasy||Goblins||Magic||Adventure and adventurers||Juvenile fiction||Friendship||Fiction|
In the air tonight	9781250020123	|Fiction||Mediums||Man-woman relationships||Witches||Adoptees|
Pig Kahuna	9781619636323	|Pigs||Friendship||Brothers||Beaches||Fiction|
Hotel Moscow	9780062388599	|Mafia||Americans||Fiction|
Tough love	9780373788484	|Mixed martial arts||Man-woman relationships||Fiction|
Hair of the dog	9781464204203	|Private investigators||Dog racing||Greyhounds||Fiction|
Daughter of ashes	9780727884930	|Hannah Ives (Fictitious character)||Fiction||Remodeling||Dwellings||Public records|
A mad zombie party	9780373211821	|Kings and rulers||Orphans||Zombies||Fiction|
Catarina's ring	9780990537021	|Fiction||Mail order brides||Women|
Decker's dilemma	9781943075065	|United States||Black market||United States. Navy||Fiction|
An endless Christmas	9781617955877	|Man-woman relationships||Marriage proposals||Families||Fiction|
Sage's eyes	9781501131202	|Family secrets||Adopted children||Fiction||Teenage girls||Gifted children|
The cellar	9780802124517	|Suspense fiction||Abused children||Fiction|
Finding Amos	9781451617047	|Patients||African American families||African American women||Alzheimer's disease||Fiction|
No one knows	9781501118470	|Missing persons||Fiction|
A thousand falling crows	9781633880849	|Detective and mystery stories||Serial murder investigation||Fiction|
Wicked sexy liar	9781476777986	|Erotic stories||Women college graduates||Bartenders||Fiction|
Gasp of the ghoulish guinea pig	9780448490038	|Guinea pigs||Juvenile fiction||Humorous stories||Joe Edmunds (Fictitious character)||Fiction|
Our orbit	9781620157237	|Foster home care||Fiction||Foster children|
Lockdown	9781619638341	|Computer viruses||Science fiction||Orphans||Criminals||Fiction|
Shadow war	9780062403704	|Soldiers||Undercover operations||Fiction|
Scar	9781629794655	|Minisink, Battle of, Minisink, N.Y., 1779||Juvenile fiction||History||Mohawk Indians||Fiction|
Unfinished	9780985939991	|Reporters and reporting||Kidnapping||Investigation||French||Fiction|
The missing chancleta and other top-secret cases	9781558857797	|Alergia a los alimentos||Detective and mystery stories||Food allergy||Lost and found possessions||Spanish language materials||Fiction||Ficción juvenil||Bilingual||Salsa (Dance)||Novela policíaca||Objetos perdidos||Historias misterio y detectives||Salsa (Baile)||Lost articles||Juvenile fiction||Allergy||Hispanic Americans||Hispanoestadounidenses||Mystery and detective stories|
Skeleton Island	9781619639454	|Islands||Ghosts||Fiction||Pirates||Haunted places|
Lady Helen finds her song	9781680478938	|Social life and customs||Man-woman relationships||Soldiers||History||British||Fiction|
Three years and eight months	9780985623784	|Fiction||Juvenile fiction||History||World War, 1939-1945||Spies|
Supernova	9780553394450	|Space ships||Women engineers||Artificial intelligence||Fiction|
The night bell	9781681771656	|Fiction||Investigation||Murder||Cold cases (Criminal investigation)||Policewomen|
The super-spooky fright night!	9780763686536	|Teddy bears||Witches||Parties||Juvenile fiction||Halloween||Grandmothers||Fiction|
Chaos	9781477847909	|Hell||Fiction||Soul||Future life||Good and evil|
Rebels	9781481417822	|Science fiction||Conspiracies||Fiction|
The grand tour	9780385540957	|Authors||Fiction|
Gnawing around	9781250098078	|Bears||Beavers||Forest animals||Humorous stories||Fiction|
The cat from Hunger Mountain	9780399172786	|Conduct of life||Cats||Droughts||Wealth||Fiction|
The billionaire next door	9781455566587	|Rich people||Man-woman relationships||Fiction||Hotels|
Duke of Pleasure	9781455539123	|Vigilantes||Nobility||Fiction|
Alien victory	9781608209873	|Extraterrestrial beings||Gay men||Fiction|
Burning bright	9780399174575	|Women journalists||Veterans||Fiction|
How to catch an Elf	9781492646310	|Christmas||Elves||Fiction|
The dalliance of leopards	9781628726510	|Kidnapping||Journalists||Fiction|
Dangerous games	9781524756468	|Investigative reporting||Fiction||United States||Man-woman relationships||Widows||United States. Office of the Vice President|
With blood upon the sand	9780756409746	|Kings and rulers||Deserts||Fiction|
The one true love of Alice-Ann	9781496422347	|Man-woman relationships||World War, 1939-1945||Fiction|
The Essex Serpent	9780062666376	|Fiction||Widows||Clergy||Mythical Animals||History|
The fallen	9780399576713	|Bank robberies||Retired military personnel||Fiction||United States||Sheriffs||Commando troops||United States. Army|
The Titanic treasure	9781338149265	|Books and reading||Action and adventure fiction||Libraries||Magic||Locks and keys||Titanic (Steamship)||Fiction|
Frozen memories	9781335721242	|Man-woman relationships||Government investigators||FICTION||Romance||Suspense||Amnesia||Thrillers||Fiction||Western|
A Christmas carol	9780938819202	|Ghost stories||Christmas stories||Fiction|
Gravity's rainbow		|Rockets (Ordnance)||World War (1939-1945) fast (OCoLC)fst01180924||Americans||World War, 1939-1945||Rocketry||Soldiers||Fiction|
Last Chance Christmas	9780446576079	|Beauty shops||Man-woman relationships||Christmas||City and town life||Fiction|
